"subjectID","wave","task","run","volume","trash"
"PC069",1,"food",2,215,1
"PC069",1,"gng",2,114,1
"PC072",1,"fla",1,164,1
"PC073",1,"fla",1,128,1
"PC073",1,"fla",1,129,1
"PC073",1,"fla",1,130,1
"PC073",1,"fla",2,53,1
"PC073",1,"food",2,36,1
"PC073",1,"food",2,145,1
"PC073",1,"food",2,155,1
"PC073",1,"food",2,156,1
"PC073",1,"food",2,157,1
"PC073",1,"food",2,223,1
"PC073",1,"gng",1,58,1
"PC073",1,"gng",1,59,1
"PC073",1,"gng",2,86,1
"PC074",1,"fla",1,129,1
"PC074",1,"fla",2,54,1
"PC074",1,"food",1,72,1
"PC074",1,"food",1,238,1
"PC074",1,"gng",1,40,1
"PC074",1,"gng",1,41,1
"PC074",1,"gng",1,76,1
"PC074",1,"gng",1,77,1
"PC074",1,"gng",1,111,1
"PC074",1,"gng",1,112,1
"PC074",1,"gng",1,113,1
"PC074",1,"gng",1,114,1
"PC074",1,"gng",2,75,1
"PC074",1,"gng",2,76,1
"PC074",1,"gng",2,77,1
"PC074",1,"gng",2,78,1
"PC074",1,"gng",2,148,1
"PC074",1,"gng",2,149,1
"PC074",1,"gng",2,150,1
"PC076",1,"fla",1,11,1
"PC076",1,"fla",1,54,1
"PC076",1,"fla",1,55,1
"PC076",1,"fla",1,56,1
"PC076",1,"fla",1,57,1
"PC076",1,"fla",1,58,1
"PC076",1,"fla",1,93,1
"PC076",1,"fla",1,94,1
"PC076",1,"fla",1,153,1
"PC076",1,"fla",1,155,1
"PC076",1,"fla",1,156,1
"PC076",1,"fla",2,2,1
"PC076",1,"fla",2,3,1
"PC076",1,"fla",2,19,1
"PC076",1,"fla",2,28,1
"PC076",1,"fla",2,43,1
"PC076",1,"fla",2,44,1
"PC076",1,"fla",2,73,1
"PC076",1,"fla",2,74,1
"PC076",1,"fla",2,82,1
"PC076",1,"fla",2,87,1
"PC076",1,"fla",2,88,1
"PC076",1,"fla",2,89,1
"PC076",1,"fla",2,90,1
"PC076",1,"fla",2,91,1
"PC076",1,"fla",2,104,1
"PC076",1,"fla",2,105,1
"PC076",1,"fla",2,106,1
"PC076",1,"fla",2,107,1
"PC076",1,"fla",2,108,1
"PC076",1,"fla",2,117,1
"PC076",1,"fla",2,154,1
"PC076",1,"fla",2,160,1
"PC076",1,"food",1,155,1
"PC076",1,"food",1,196,1
"PC076",1,"food",1,236,1
"PC076",1,"food",2,77,1
"PC076",1,"food",2,78,1
"PC076",1,"food",2,166,1
"PC076",1,"food",2,170,1
"PC076",1,"food",2,172,1
"PC076",1,"food",2,178,1
"PC076",1,"food",2,179,1
"PC076",1,"food",2,180,1
"PC076",1,"food",2,235,1
"PC076",1,"food",2,236,1
"PC076",1,"food",2,237,1
"PC076",1,"food",2,241,1
"PC076",1,"food",2,242,1
"PC076",1,"gng",1,2,1
"PC076",1,"gng",1,65,1
"PC076",1,"gng",1,90,1
"PC076",1,"gng",1,124,1
"PC076",1,"gng",2,2,1
"PC076",1,"gng",2,3,1
"PC076",1,"gng",2,4,1
"PC076",1,"gng",2,10,1
"PC076",1,"gng",2,34,1
"PC076",1,"gng",2,36,1
"PC076",1,"gng",2,37,1
"PC076",1,"gng",2,62,1
"PC076",1,"gng",2,64,1
"PC076",1,"gng",2,76,1
"PC076",1,"gng",2,88,1
"PC076",1,"gng",2,149,1
"PC076",1,"gng",2,150,1
"PC076",1,"gng",2,151,1
"PC076",1,"gng",2,155,1
"PC076",1,"gng",2,156,1
"PC076",1,"gng",2,167,1
"PC076",1,"gng",2,168,1
"PC076",1,"gng",2,169,1
"PC076",1,"gng",2,176,1
"PC076",1,"gng",2,187,1
"PC078",1,"gng",2,152,1
"PC080",1,"fla",2,96,1
"PC080",1,"fla",2,97,1
"PC080",1,"food",1,109,1
"PC080",1,"food",1,110,1
"PC080",1,"food",1,212,1
"PC080",1,"food",1,213,1
"PC080",1,"food",2,194,1
"PC080",1,"food",2,195,1
"PC080",1,"gng",1,141,1
"PC080",1,"gng",2,10,1
"PC080",1,"gng",2,25,1
"PC080",1,"gng",2,26,1
"PC080",1,"gng",2,119,1
"PC080",1,"gng",2,120,1
"PC082",1,"fla",1,88,1
"PC082",1,"fla",1,89,1
"PC082",1,"fla",1,90,1
"PC082",1,"food",2,66,1
"PC082",1,"food",2,78,1
"PC082",1,"food",2,79,1
"PC082",1,"food",2,109,1
"PC082",1,"food",2,110,1
"PC082",1,"food",2,111,1
"PC082",1,"food",2,112,1
"PC082",1,"food",2,113,1
"PC082",1,"food",2,114,1
"PC082",1,"food",2,115,1
"PC082",1,"gng",2,187,1
"PC082",1,"gng",2,188,1
"PC083",1,"fla",2,106,1
"PC083",1,"food",1,67,1
"PC083",1,"food",1,68,1
"PC083",1,"food",2,70,1
"PC083",1,"food",2,71,1
"PC083",1,"food",2,74,1
"PC083",1,"food",2,209,1
"PC083",1,"food",2,210,1
"PC083",1,"gng",1,111,1
"PC084",1,"fla",1,49,1
"PC084",1,"fla",1,67,1
"PC084",1,"fla",1,68,1
"PC084",1,"fla",1,69,1
"PC084",1,"fla",1,88,1
"PC084",1,"fla",1,89,1
"PC084",1,"fla",1,90,1
"PC084",1,"fla",1,91,1
"PC084",1,"fla",1,113,1
"PC084",1,"fla",1,114,1
"PC084",1,"fla",1,115,1
"PC084",1,"fla",1,116,1
"PC084",1,"fla",1,117,1
"PC084",1,"fla",1,138,1
"PC084",1,"fla",1,139,1
"PC084",1,"fla",2,14,1
"PC084",1,"fla",2,46,1
"PC084",1,"fla",2,47,1
"PC084",1,"fla",2,48,1
"PC084",1,"fla",2,49,1
"PC084",1,"fla",2,91,1
"PC084",1,"fla",2,92,1
"PC084",1,"fla",2,93,1
"PC084",1,"fla",2,94,1
"PC084",1,"fla",2,98,1
"PC084",1,"fla",2,99,1
"PC084",1,"fla",2,100,1
"PC084",1,"fla",2,104,1
"PC084",1,"fla",2,105,1
"PC084",1,"fla",2,106,1
"PC084",1,"fla",2,107,1
"PC084",1,"fla",2,108,1
"PC084",1,"fla",2,109,1
"PC084",1,"fla",2,122,1
"PC084",1,"fla",2,123,1
"PC084",1,"fla",2,136,1
"PC084",1,"fla",2,137,1
"PC084",1,"food",2,73,1
"PC084",1,"food",2,80,1
"PC084",1,"food",2,81,1
"PC084",1,"food",2,82,1
"PC084",1,"food",2,100,1
"PC084",1,"food",2,101,1
"PC084",1,"food",2,105,1
"PC084",1,"food",2,106,1
"PC084",1,"food",2,132,1
"PC084",1,"food",2,133,1
"PC084",1,"food",2,161,1
"PC084",1,"food",2,162,1
"PC084",1,"food",2,163,1
"PC084",1,"food",2,205,1
"PC084",1,"food",2,206,1
"PC084",1,"food",2,207,1
"PC084",1,"food",2,215,1
"PC084",1,"food",2,240,1
"PC084",1,"food",2,241,1
"PC084",1,"food",2,244,1
"PC084",1,"gng",1,71,1
"PC084",1,"gng",1,72,1
"PC084",1,"gng",1,73,1
"PC084",1,"gng",1,107,1
"PC084",1,"gng",1,112,1
"PC084",1,"gng",1,113,1
"PC084",1,"gng",1,134,1
"PC084",1,"gng",1,170,1
"PC084",1,"gng",1,171,1
"PC084",1,"gng",1,172,1
"PC084",1,"gng",2,2,1
"PC084",1,"gng",2,3,1
"PC084",1,"gng",2,4,1
"PC084",1,"gng",2,5,1
"PC084",1,"gng",2,6,1
"PC084",1,"gng",2,59,1
"PC084",1,"gng",2,60,1
"PC084",1,"gng",2,61,1
"PC084",1,"gng",2,62,1
"PC084",1,"gng",2,76,1
"PC084",1,"gng",2,77,1
"PC084",1,"gng",2,78,1
"PC084",1,"gng",2,97,1
"PC084",1,"gng",2,98,1
"PC084",1,"gng",2,99,1
"PC084",1,"gng",2,100,1
"PC084",1,"gng",2,112,1
"PC084",1,"gng",2,113,1
"PC084",1,"gng",2,148,1
"PC084",1,"gng",2,149,1
"PC084",1,"gng",2,150,1
"PC084",1,"gng",2,151,1
"PC084",1,"gng",2,187,1
"PC084",1,"gng",2,188,1
"PC085",1,"fla",1,98,1
"PC085",1,"fla",1,99,1
"PC085",1,"fla",2,108,1
"PC085",1,"fla",2,109,1
"PC085",1,"food",1,163,1
"PC085",1,"gng",1,149,1
"PC085",1,"gng",1,189,1
"PC086",1,"food",1,40,1
"PC086",1,"food",1,214,1
"PC086",1,"food",1,215,1
"PC086",1,"food",1,216,1
"PC086",1,"food",2,112,1
"PC086",1,"food",2,113,1
"PC086",1,"food",2,142,1
"PC086",1,"food",2,143,1
"PC086",1,"food",2,217,1
"PC086",1,"food",2,218,1
"PC086",1,"food",2,219,1
"PC086",1,"gng",1,76,1
"PC086",1,"gng",1,77,1
"PC086",1,"gng",1,78,1
"PC086",1,"gng",1,136,1
"PC086",1,"gng",1,137,1
"PC086",1,"gng",2,58,1
"PC086",1,"gng",2,59,1
"PC086",1,"gng",2,111,1
"PC086",1,"gng",2,112,1
"PC086",1,"gng",2,148,1
"PC087",1,"fla",1,3,1
"PC087",1,"fla",1,112,1
"PC087",1,"food",1,45,1
"PC087",1,"food",1,46,1
"PC087",1,"food",1,152,1
"PC087",1,"food",1,153,1
"PC087",1,"food",2,113,1
"PC087",1,"food",2,114,1
"PC087",1,"gng",1,6,1
"PC087",1,"gng",1,7,1
"PC087",1,"gng",2,71,1
"PC088",1,"fla",2,160,1
"PC088",1,"gng",2,188,1
"PC090",1,"fla",1,89,1
"PC090",1,"fla",1,127,1
"PC090",1,"fla",1,128,1
"PC090",1,"fla",1,163,1
"PC090",1,"fla",1,164,1
"PC090",1,"fla",1,165,1
"PC090",1,"fla",2,41,1
"PC090",1,"fla",2,42,1
"PC090",1,"fla",2,43,1
"PC090",1,"fla",2,93,1
"PC090",1,"fla",2,94,1
"PC090",1,"fla",2,163,1
"PC090",1,"fla",2,164,1
"PC090",1,"fla",2,165,1
"PC090",1,"food",1,26,1
"PC090",1,"food",1,61,1
"PC090",1,"food",1,79,1
"PC090",1,"food",1,80,1
"PC090",1,"food",1,81,1
"PC090",1,"food",1,139,1
"PC090",1,"food",1,141,1
"PC090",1,"food",1,158,1
"PC090",1,"food",1,159,1
"PC090",1,"food",1,160,1
"PC090",1,"food",1,203,1
"PC090",1,"food",1,229,1
"PC090",1,"food",1,230,1
"PC090",1,"food",1,235,1
"PC090",1,"food",1,236,1
"PC090",1,"food",1,237,1
"PC090",1,"food",1,244,1
"PC090",1,"food",1,245,1
"PC090",1,"food",2,18,1
"PC090",1,"food",2,19,1
"PC090",1,"food",2,20,1
"PC090",1,"food",2,33,1
"PC090",1,"food",2,34,1
"PC090",1,"food",2,35,1
"PC090",1,"food",2,36,1
"PC090",1,"food",2,37,1
"PC090",1,"food",2,38,1
"PC090",1,"food",2,39,1
"PC090",1,"food",2,40,1
"PC090",1,"food",2,66,1
"PC090",1,"food",2,67,1
"PC090",1,"food",2,68,1
"PC090",1,"food",2,69,1
"PC090",1,"food",2,70,1
"PC090",1,"food",2,78,1
"PC090",1,"food",2,79,1
"PC090",1,"food",2,80,1
"PC090",1,"food",2,81,1
"PC090",1,"food",2,82,1
"PC090",1,"food",2,84,1
"PC090",1,"food",2,85,1
"PC090",1,"food",2,86,1
"PC090",1,"food",2,87,1
"PC090",1,"food",2,127,1
"PC090",1,"food",2,128,1
"PC090",1,"food",2,129,1
"PC090",1,"food",2,158,1
"PC090",1,"food",2,159,1
"PC090",1,"food",2,160,1
"PC090",1,"food",2,164,1
"PC090",1,"food",2,165,1
"PC090",1,"food",2,166,1
"PC090",1,"food",2,182,1
"PC090",1,"food",2,184,1
"PC090",1,"food",2,211,1
"PC090",1,"food",2,212,1
"PC090",1,"food",2,213,1
"PC090",1,"food",2,214,1
"PC090",1,"food",2,222,1
"PC090",1,"food",2,223,1
"PC090",1,"food",2,224,1
"PC090",1,"food",2,225,1
"PC090",1,"food",2,226,1
"PC090",1,"food",2,231,1
"PC090",1,"food",2,232,1
"PC090",1,"food",2,233,1
"PC090",1,"food",2,236,1
"PC090",1,"food",2,237,1
"PC090",1,"food",2,238,1
"PC090",1,"gng",1,64,1
"PC090",1,"gng",1,65,1
"PC090",1,"gng",1,66,1
"PC090",1,"gng",1,128,1
"PC090",1,"gng",1,129,1
"PC090",1,"gng",1,130,1
"PC090",1,"gng",1,149,1
"PC090",1,"gng",1,150,1
"PC090",1,"gng",1,183,1
"PC090",1,"gng",1,184,1
"PC090",1,"gng",1,185,1
"PC090",1,"gng",1,186,1
"PC090",1,"gng",2,27,1
"PC090",1,"gng",2,28,1
"PC090",1,"gng",2,41,1
"PC090",1,"gng",2,42,1
"PC090",1,"gng",2,76,1
"PC090",1,"gng",2,109,1
"PC090",1,"gng",2,110,1
"PC090",1,"gng",2,111,1
"PC090",1,"gng",2,147,1
"PC090",1,"gng",2,148,1
"PC090",1,"gng",2,149,1
"PC090",1,"gng",2,150,1
"PC090",1,"gng",2,151,1
"PC090",1,"gng",2,160,1
"PC090",1,"gng",2,161,1
"PC090",1,"gng",2,184,1
"PC090",1,"gng",2,185,1
"PC090",1,"gng",2,186,1
"PC090",1,"gng",2,187,1
